,pump_bgs,bg_actual,bg_loop,temp_basal,insulin_relative_to_actual_basal,iob,carbLoop,carbActual,insulinLoop,insulinActual,cirLoop,cirActual,isfLoop,isfActual,sbrLoop,sbrActual
365,159.4295195465094,139.68338421244314,139.68338421244314,0.3,0.0,0.682341041873883,0.0,0.0,0.0,0.0,20.0,20.0,500.0,150.0,0.3,0.3
370,159.40173886115483,139.3028783490653,139.3028783490653,0.3,0.0,0.6802825966670245,0.0,0.0,0.0,0.0,20.0,20.0,500.0,150.0,0.3,0.3
375,159.37571706597097,138.93265213685808,138.93265213685808,0.3,0.0,0.6782617041403703,0.0,0.0,0.0,0.0,20.0,20.0,500.0,150.0,0.3,0.3
380,159.3513464844993,138.573383087468,138.573383087468,0.3,0.0,0.6762848467688404,0.0,0.0,0.0,0.0,20.0,20.0,500.0,150.0,0.3,0.3
385,159.32852568340533,138.22558155026758,138.22558155026758,0.3,0.0,0.674357271858225,0.0,0.0,0.0,0.0,20.0,20.0,500.0,150.0,0.3,0.3
390,159.3071591446181,137.88961270364183,137.88961270364183,0.35,0.004166666666666666,0.6766498118624082,0.0,0.0,0.0,0.0,20.0,20.0,500.0,150.0,0.3,0.3
395,159.28715695116227,137.56342127684184,137.56342127684184,0.3,0.0,0.6748170558636967,0.0,0.0,0.0,0.0,20.0,20.0,500.0,150.0,0.3,0.3
400,159.26843448651294,137.2460470471722,137.2460470471722,0.3,0.0,0.6730207925307956,0.0,0.0,0.0,0.0,20.0,20.0,500.0,150.0,0.3,0.3
405,159.2509121472482,136.93807005420862,136.93807005420862,0.35,0.004166666666666666,0.6754329841815722,0.0,0.0,0.0,0.0,20.0,20.0,500.0,150.0,0.3,0.3
410,159.2345150687281,136.63763228214046,136.63763228214046,0.3,0.0,0.6737092503067463,0.0,0.0,0.0,0.0,20.0,20.0,500.0,150.0,0.3,0.3
415,159.21917286349117,136.3439546135085,136.3439546135085,0.3,0.0,0.6720123192581179,0.0,0.0,0.0,0.0,20.0,20.0,500.0,150.0,0.3,0.3
420,159.2048193720305,136.05778337846118,136.05778337846118,0.3,0.0,0.6703483436102199,0.0,0.0,0.0,0.0,20.0,20.0,500.0,150.0,0.3,0.3
425,159.1913924255867,135.77970810462355,135.77970810462355,0.35,0.004166666666666666,0.6728890232436676,0.0,0.0,0.0,0.0,20.0,20.0,500.0,150.0,0.3,0.3
