,pump_bgs,bg_actual,bg_loop,temp_basal,insulin_relative_to_actual_basal,iob,carbLoop,carbActual,insulinLoop,insulinActual,cirLoop,cirActual,isfLoop,isfActual,sbrLoop,sbrActual
405,-36.431210375172185,97.3186301269266,97.3186301269266,0.3,0.0,0.2755745154768561,0.0,0.0,0.0,0.0,20.0,20.0,150.0,150.0,0.3,0.3
410,-36.66369568228333,99.88780761138666,99.88780761138666,0.85,0.04583333333333334,0.3388031588339008,0.0,0.0,0.0,0.0,20.0,20.0,150.0,150.0,0.3,0.3
415,-36.88130875466277,102.35070404649532,102.35070404649532,0.75,0.0375,0.39297297988922497,0.0,0.0,0.0,0.0,20.0,20.0,150.0,150.0,0.3,0.3
420,-37.08497257487977,104.67189816458166,104.67189816458166,0.7,0.03333333333333333,0.44201553287693485,0.0,0.0,0.0,0.0,20.0,20.0,150.0,150.0,0.3,0.3
425,-37.27555560118134,106.82731833266887,106.82731833266887,0.6,0.024999999999999998,0.4816046454943875,0.0,0.0,0.0,0.0,20.0,20.0,150.0,150.0,0.3,0.3
430,-37.45387471085647,108.80353173055661,108.80353173055661,0.55,0.02083333333333334,0.5158183493780619,0.0,0.0,0.0,0.0,20.0,20.0,150.0,150.0,0.3,0.3
435,-37.62069801427728,110.59538501370727,110.59538501370727,0.5,0.016666666666666666,0.5446231537651047,0.0,0.0,0.0,0.0,20.0,20.0,150.0,150.0,0.3,0.3
440,-37.77674754183158,112.20334536135599,112.20334536135599,0.45,0.012500000000000002,0.568022988332826,0.0,0.0,0.0,0.0,20.0,20.0,150.0,150.0,0.3,0.3
445,-37.92270180642524,113.6326554823387,113.6326554823387,0.3,0.0,0.5777202390243923,0.0,0.0,0.0,0.0,20.0,20.0,150.0,150.0,0.3,0.3
450,-38.05919824460901,114.89717631724463,114.89717631724463,0.3,0.0,0.5863080351115715,0.0,0.0,0.0,0.0,20.0,20.0,150.0,150.0,0.3,0.3
455,-38.18683553967736,116.01402647256906,116.01402647256906,0.3,0.0,0.5939011810607553,0.0,0.0,0.0,0.0,20.0,20.0,150.0,150.0,0.3,0.3
460,-38.306175830320086,116.99864394280272,116.99864394280272,0.3,0.0,0.6006032369049259,0.0,0.0,0.0,0.0,20.0,20.0,150.0,150.0,0.3,0.3
465,-38.417746808575345,117.86494547105278,117.86494547105278,0.3,0.0,0.6065075827897782,0.0,0.0,0.0,0.0,20.0,20.0,150.0,150.0,0.3,0.3
470,-38.52204371095445,118.62547114214229,118.62547114214229,0.3,0.0,0.6116983849855434,0.0,0.0,0.0,0.0,20.0,20.0,150.0,150.0,0.3,0.3
475,-38.6195312066848,119.2915155549754,119.2915155549754,0.3,0.0,0.6162514723424902,0.0,0.0,0.0,0.0,20.0,20.0,150.0,150.0,0.3,0.3
480,,119.96321770301886,119.96321770301886,0.3,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,150.0,150.0,0.3,0.3
