,pump_bgs,bg_actual,bg_loop,temp_basal,insulin_relative_to_actual_basal,iob,carbLoop,carbActual,insulinLoop,insulinActual,cirLoop,cirActual,isfLoop,isfActual,sbrLoop,sbrActual
320,110.0,-12.90642618113426,122.09357381886574,0.3,0.0,0.6773161927945474,0.0,0.0,0.0,0.0,20.0,20.0,150.0,150.0,0.3,0.3
325,110.0,-13.415837452534705,121.58416254746528,0.3,0.0,0.6747895816163542,0.0,0.0,0.0,0.0,20.0,20.0,150.0,150.0,0.3,0.3
330,110.0,-13.895829805929798,121.10417019407019,0.3,0.0,0.6724036246599164,0.0,0.0,0.0,0.0,20.0,20.0,150.0,150.0,0.3,0.3
335,110.0,-14.347936106004743,120.65206389399525,0.3,0.0,0.6701515420091179,0.0,0.0,0.0,0.0,20.0,20.0,150.0,150.0,0.3,0.3
340,110.0,-14.773626577996106,120.22637342200389,0.3,0.0,0.6680267677037804,0.0,0.0,0.0,0.0,20.0,20.0,150.0,150.0,0.3,0.3
345,110.0,-15.174309386432878,119.82569061356712,0.3,0.0,0.6660229570132511,0.0,0.0,0.0,0.0,20.0,20.0,150.0,150.0,0.3,0.3
350,110.0,-15.551331498936142,119.44866850106385,0.3,0.0,0.6641339912947748,0.0,0.0,0.0,0.0,20.0,20.0,150.0,150.0,0.3,0.3
355,110.0,-15.905979787187762,119.09402021281223,0.3,0.0,0.6623539807694585,0.0,0.0,0.0,0.0,20.0,20.0,150.0,150.0,0.3,0.3
360,110.0,-16.239482322933917,118.76051767706608,0.3,0.0,0.6606772655112387,0.0,0.0,0.0,0.0,20.0,20.0,150.0,150.0,0.3,0.3
365,110.0,-16.55300983203428,118.44699016796571,0.3,0.0,0.6590984149106999,0.0,0.0,0.0,0.0,20.0,20.0,150.0,150.0,0.3,0.3
370,110.0,-16.847677274164056,118.15232272583593,0.3,0.0,0.6576122258454952,0.0,0.0,0.0,0.0,20.0,20.0,150.0,150.0,0.3,0.3
375,110.0,-17.124545519876563,117.87545448012342,0.3,0.0,0.656213719762139,0.0,0.0,0.0,0.0,20.0,20.0,150.0,150.0,0.3,0.3
380,110.0,-17.384623100391043,117.61537689960895,0.3,0.0,0.6548981388497798,0.0,0.0,0.0,0.0,20.0,20.0,150.0,150.0,0.3,0.3
385,110.0,-17.628868008725526,117.37113199127447,0.3,0.0,0.6536609414649371,0.0,0.0,0.0,0.0,20.0,20.0,150.0,150.0,0.3,0.3
390,110.0,-17.858189533691355,117.14181046630864,0.3,0.0,0.6524977969468531,0.0,0.0,0.0,0.0,20.0,20.0,150.0,150.0,0.3,0.3
395,110.0,-18.073450110838156,116.92654988916183,0.3,0.0,0.6514045799458296,0.0,0.0,0.0,0.0,20.0,20.0,150.0,150.0,0.3,0.3
400,110.0,-18.275467176721374,116.72453282327861,0.3,0.0,0.6503773643715044,0.0,0.0,0.0,0.0,20.0,20.0,150.0,150.0,0.3,0.3
405,110.0,-18.465015014886013,116.53498498511397,0.3,0.0,0.6494124170542739,0.0,0.0,0.0,0.0,20.0,20.0,150.0,150.0,0.3,0.3
410,110.0,-18.642826583749503,116.35717341625048,0.3,0.0,0.6485061912008127,0.0,0.0,0.0,0.0,20.0,20.0,150.0,150.0,0.3,0.3
415,110.0,-18.809595318145966,116.190404681854,0.3,0.0,0.6476553197137543,0.0,0.0,0.0,0.0,20.0,20.0,150.0,150.0,0.3,0.3
420,110.0,-18.965976897686186,116.03402310231378,0.3,0.0,0.6468566084359034,0.0,0.0,0.0,0.0,20.0,20.0,150.0,150.0,0.3,0.3
425,110.0,-19.112590976312298,115.88740902368767,0.3,0.0,0.646107029370761,0.0,0.0,0.0,0.0,20.0,20.0,150.0,150.0,0.3,0.3
430,110.0,-19.250022868501013,115.74997713149895,0.3,0.0,0.6454037139235251,0.0,0.0,0.0,0.0,20.0,20.0,150.0,150.0,0.3,0.3
435,110.0,-19.378825188510042,115.62117481148992,0.3,0.0,0.6447439461999878,0.0,0.0,0.0,0.0,20.0,20.0,150.0,150.0,0.3,0.3
440,110.0,-19.499519439883844,115.50048056011612,0.3,0.0,0.6441251563947984,0.0,0.0,0.0,0.0,20.0,20.0,150.0,150.0,0.3,0.3
445,110.0,-19.612597553150216,115.38740244684975,0.3,0.0,0.6435449142953101,0.0,0.0,0.0,0.0,20.0,20.0,150.0,150.0,0.3,0.3
450,110.0,-19.718523370259206,115.28147662974077,0.3,0.0,0.6430009229226029,0.0,0.0,0.0,0.0,20.0,20.0,150.0,150.0,0.3,0.3
455,110.0,-19.817734074852353,115.18226592514762,0.3,0.0,0.6424910123272262,0.0,0.0,0.0,0.0,20.0,20.0,150.0,150.0,0.3,0.3
460,110.0,-19.910641567910925,115.08935843208904,0.3,0.0,0.6420131335536406,0.0,0.0,0.0,0.0,20.0,20.0,150.0,150.0,0.3,0.3
465,110.0,-19.997633788727182,115.00236621127279,0.3,0.0,0.6415653527842385,0.0,0.0,0.0,0.0,20.0,20.0,150.0,150.0,0.3,0.3
470,110.0,-20.079075981478205,114.92092401852176,0.3,0.0,0.6411458456711141,0.0,0.0,0.0,0.0,20.0,20.0,150.0,150.0,0.3,0.3
475,110.0,-20.15531190796613,114.84468809203383,0.3,0.0,0.640752891861406,0.0,0.0,0.0,0.0,20.0,20.0,150.0,150.0,0.3,0.3
480,,-20.21980654603439,114.78019345396557,0.3,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,150.0,150.0,0.3,0.3
